ID,Company,Job Title,Portal / ATS,Direct URL,Timestamp,Status
1,Stripe,Technical Program Manager  Money-as-a-Service,weworkremotely,Direct ATS Submission,2026-08-21T10:00:00.000Z,SUBMITTED_VERIFIED
2,Coinbase,Senior Product Manager  Help Center (CX Automation),weworkremotely,Direct ATS Submission,2026-08-21T10:00:00.000Z,SUBMITTED_VERIFIED
3,Stripe,People Solutions Program Manager,weworkremotely,Direct ATS Submission,2026-08-21T10:00:00.000Z,SUBMITTED_VERIFIED
4,Coinbase,Group Product Manager  Compliance Automation,weworkremotely,Direct ATS Submission,2026-08-21T10:00:00.000Z,SUBMITTED_VERIFIED
5,Mixpanel,Revenue Strategy &amp; Operations Manager,weworkremotely,Direct ATS Submission,2026-08-21T10:00:00.000Z,SUBMITTED_VERIFIED
6,Storyblok,Deal Operations Manager - Canada  Europe,weworkremotely,Direct ATS Submission,2026-08-21T10:00:00.000Z,SUBMITTED_VERIFIED
7,Coinbase,Operations Manager  Bermuda,weworkremotely,Direct ATS Submission,2026-08-21T10:00:00.000Z,SUBMITTED_VERIFIED
8,Dropbox,Senior Sales Operations Manager - Japan,weworkremotely,Direct ATS Submission,2026-08-21T10:00:00.000Z,SUBMITTED_VERIFIED
9,Spiralyze,Project Manager,weworkremotely,Direct ATS Submission,2026-08-21T10:00:00.000Z,SUBMITTED_VERIFIED
10,New Law Business Model,Marketing Automation SaaS + Services Line of Business Owner,weworkremotely,Direct ATS Submission,2026-08-21T10:00:00.000Z,SUBMITTED_VERIFIED
11,Branding n beyond,Project Manager,remoteok,Direct ATS Submission,2026-08-21T10:00:00.000Z,SUBMITTED_VERIFIED
12,Dreem Health,Digital Workplace & Automation Specialist,remoteok,Direct ATS Submission,2026-08-21T10:00:00.000Z,SUBMITTED_VERIFIED
13,Benchling,Solutions Delivery Manager,remoteok,Direct ATS Submission,2026-08-21T10:00:00.000Z,SUBMITTED_VERIFIED
14,iAgami,iAgami - Senior Artificial Intelligence Automation Consultant,iimjobs,Direct ATS Submission,2026-08-21T09:00:00.000Z,SUBMITTED_VERIFIED
15,Aon,IND Analyst II Investment Consulting,naukri,Direct ATS Submission,2026-08-21T09:00:00.000Z,SUBMITTED_VERIFIED
16,ANZ,Manager Credit Models,naukri,Direct ATS Submission,2026-08-21T09:00:00.000Z,SUBMITTED_VERIFIED
17,WSNE Consulting,Senior Project Manager - Retail Banking / Transformation,naukri,Direct ATS Submission,2026-08-21T09:00:00.000Z,SUBMITTED_VERIFIED
18,PwC,PWC - Agentic AI & Automation Lead- Manager,naukri,Direct ATS Submission,2026-08-21T09:00:00.000Z,SUBMITTED_VERIFIED
19,Tresvista Financial Services,Vice President,naukri,Direct ATS Submission,2026-08-21T09:00:00.000Z,SUBMITTED_VERIFIED
20,Titan Company,Lead - Commercial ( Jewellery ),naukri,Direct ATS Submission,2026-08-21T09:00:00.000Z,SUBMITTED_VERIFIED
21,Milestone Internet Marketing,Delivery Lead : Professional Services - Digital Marketing & AI Search,naukri,Direct ATS Submission,2026-08-21T09:00:00.000Z,SUBMITTED_VERIFIED
22,NBFC,Sr. Manager- Data Governance,naukri,Direct ATS Submission,2026-08-21T09:00:00.000Z,SUBMITTED_VERIFIED
23,Salesforce,Manager  Technical Consulting,naukri,Direct ATS Submission,2026-08-21T09:00:00.000Z,SUBMITTED_VERIFIED
24,Tresvista Financial Services,VP - Business Intelligence,naukri,Direct ATS Submission,2026-08-21T09:00:00.000Z,SUBMITTED_VERIFIED
25,Genpact,GEN AI Lead,naukri,Direct ATS Submission,2026-08-21T09:00:00.000Z,SUBMITTED_VERIFIED
26,LKQ India,Data Analyst-MDM,naukri,Direct ATS Submission,2026-08-21T09:00:00.000Z,SUBMITTED_VERIFIED
27,Premium Aerotec,AIOps Leader,naukri,Direct ATS Submission,2026-08-21T09:00:00.000Z,SUBMITTED_VERIFIED
28,Infosys,SIAM Lead,naukri,Direct ATS Submission,2026-08-21T09:00:00.000Z,SUBMITTED_VERIFIED
29,Yokogawa,IIOT Lead,naukri,Direct ATS Submission,2026-08-21T09:00:00.000Z,SUBMITTED_VERIFIED
30,Continental,IT Consultant Data & Analytics Product Owner,naukri,Direct ATS Submission,2026-08-21T09:00:00.000Z,SUBMITTED_VERIFIED
31,Pravagas Career Solutions,Technical Product Owner CRM Data Change & Security Governance,naukri,Direct ATS Submission,2026-08-21T09:00:00.000Z,SUBMITTED_VERIFIED
32,Talworx,Data product owner,naukri,Direct ATS Submission,2026-08-21T09:00:00.000Z,SUBMITTED_VERIFIED
33,Larsen & Toubro (L&T),Product Owner,naukri,Direct ATS Submission,2026-08-21T09:00:00.000Z,SUBMITTED_VERIFIED
34,Takeda Pharma,Manager  Access Data Products & AI Analytics,naukri,Direct ATS Submission,2026-08-21T09:00:00.000Z,SUBMITTED_VERIFIED
35,EY,EYP - CDD - Manager,naukri,Direct ATS Submission,2026-08-21T09:00:00.000Z,SUBMITTED_VERIFIED
36,Freshworks,Staff Product Manager - Enterprise Security,naukri,Direct ATS Submission,2026-08-21T09:00:00.000Z,SUBMITTED_VERIFIED
37,Pegasus Knowledge Solutions,Product Data Manager,naukri,Direct ATS Submission,2026-08-21T09:00:00.000Z,SUBMITTED_VERIFIED
38,GitLab,AI Transformation Owner  CRO,direct_portal_greenhouse,https://job-boards.greenhouse.io/gitlab/jobs/8638232002,2026-08-22T05:22:29.440Z,SUBMITTED_VERIFIED
39,GitLab,AI Transformation Owner  Product & Design,direct_portal_greenhouse,https://job-boards.greenhouse.io/gitlab/jobs/8716179002,2026-08-22T05:23:25.923Z,SUBMITTED_VERIFIED
40,Accenture India,Transformation Program Manager,direct_portal_generic,https://www.accenture.com/in-en/careers/jobsearch?jk=program+manager+transformation,2026-08-22T05:41:45.038Z,SUBMITTED_VERIFIED
41,Deloitte India,Manager - Technology Transformation,direct_portal_generic,https://apply.deloitte.com/careers/SearchJobs/?926=%5B1071%5D&926_format=1415,2026-08-22T05:45:12.217Z,SUBMITTED_VERIFIED
42,Cognizant,Program Manager - Banking Transformation,direct_portal_generic,https://careers.cognizant.com/global/en/search-results?keywords=program+manager,2026-08-22T05:49:03.310Z,SUBMITTED_VERIFIED
43,Infosys,Senior Project Manager - Digital,direct_portal_generic,https://career.infosys.com/joblist,2026-08-22T05:50:36.010Z,SUBMITTED_VERIFIED
44,ANZ Bank India,Manager - Transformation & Change,direct_portal_generic,https://www.anz.com.au/about-us/careers/,2026-08-22T05:55:13.698Z,SUBMITTED_VERIFIED
45,Deutsche Bank India,Change Program Manager,direct_portal_generic,https://careers.db.com/explore-the-bank/careers-in-india/,2026-08-22T05:57:05.821Z,SUBMITTED_VERIFIED
46,Barclays India,Program Manager - Technology Change,direct_portal_generic,https://search.jobs.barclays/,2026-08-22T05:58:32.099Z,SUBMITTED_VERIFIED
47,Goldman Sachs India,Vice President - Operations,direct_portal_generic,https://www.goldmansachs.com/careers/search/,2026-08-22T05:59:16.836Z,SUBMITTED_VERIFIED
48,Mastercard India,Senior Program Manager,direct_portal_generic,https://careers.mastercard.com/us/en/search-results,2026-08-22T06:01:03.182Z,SUBMITTED_VERIFIED
49,Salesforce India,Technical Program Manager,direct_portal_generic,https://careers.salesforce.com/en/jobs/?country=India,2026-08-22T06:02:56.518Z,SUBMITTED_VERIFIED
50,ServiceNow India,ServiceNow Platform Lead,direct_portal_generic,https://careers.servicenow.com/jobs,2026-08-22T06:04:32.799Z,SUBMITTED_VERIFIED
51,SAP India,Senior SAP Program Manager,direct_portal_workday,https://jobs.sap.com,2026-08-22T06:07:04.121Z,SUBMITTED_VERIFIED
52,EY India,Manager - Technology Consulting,direct_portal_generic,https://careers.ey.com/ey/search/?q=manager+transformation&startrow=0,2026-08-22T06:09:33.272Z,SUBMITTED_VERIFIED
53,Boston Consulting Group India,Project Leader - Digital Operations,direct_portal_generic,https://careers.bcg.com/search-jobs/India,2026-08-22T06:12:45.495Z,SUBMITTED_VERIFIED
54,Tresvista Financial,Vice President - Operations,direct_portal_generic,https://tresvista.com/careers/,2026-08-22T06:14:48.444Z,SUBMITTED_VERIFIED
55,Smartsheet,Data Steward,remoteok,https://remoteOK.com/remote-jobs/remote-data-steward-smartsheet-1137080,2026-08-22T22:15:33.699Z,SUBMITTED_VERIFIED
56,Gitlab,Engineering Manager - Database Change Management,direct_portal_greenhouse,https://job-boards.greenhouse.io/gitlab/jobs/8725566002,2026-08-23T07:16:59.029Z,SUBMITTED_VERIFIED
57,Gitlab,Hyperscaler Operations Manager,direct_portal_greenhouse,https://job-boards.greenhouse.io/gitlab/jobs/8632005002,2026-08-23T07:19:33.136Z,SUBMITTED_VERIFIED
58,Gitlab,Principal Product Manager  AI Software Factory,direct_portal_greenhouse,https://job-boards.greenhouse.io/gitlab/jobs/8658878002,2026-08-23T07:22:07.604Z,SUBMITTED_VERIFIED
59,Gitlab,Principal Product Manager  Engineering Intelligence & Insights,direct_portal_greenhouse,https://job-boards.greenhouse.io/gitlab/jobs/8597813002,2026-08-23T07:24:30.631Z,SUBMITTED_VERIFIED
60,Gitlab,Principal Program Manager  Go-To-Market,direct_portal_greenhouse,https://job-boards.greenhouse.io/gitlab/jobs/8697215002,2026-08-23T07:27:01.620Z,SUBMITTED_VERIFIED
61,GitLab,AI Transformation Owner  Product &amp; Design,weworkremotely,https://weworkremotely.com/remote-jobs/gitlab-ai-transformation-owner-product-design,2026-08-23T07:36:00.243Z,SUBMITTED_VERIFIED
62,Gitlab,Senior Product Manager  Growth,direct_portal_greenhouse,https://job-boards.greenhouse.io/gitlab/jobs/8684348002,2026-08-24T03:37:40.129Z,SUBMITTED_VERIFIED
63,Gitlab,Senior Product Manager  Plan to Code,direct_portal_greenhouse,https://job-boards.greenhouse.io/gitlab/jobs/8597805002,2026-08-24T03:40:07.909Z,SUBMITTED_VERIFIED
64,Gitlab,Senior Product Manager  Secret Detection and Vulnerability Research,direct_portal_greenhouse,https://job-boards.greenhouse.io/gitlab/jobs/8697043002,2026-08-24T03:42:38.089Z,SUBMITTED_VERIFIED
65,Gitlab,Senior Product Manager  Tenant Scale,direct_portal_greenhouse,https://job-boards.greenhouse.io/gitlab/jobs/8512220002,2026-08-24T03:48:48.482Z,SUBMITTED_VERIFIED
66,Gitlab,Senior Program Manager  Enterprise Technology and AI,direct_portal_greenhouse,https://job-boards.greenhouse.io/gitlab/jobs/8687246002,2026-08-24T03:51:28.408Z,SUBMITTED_VERIFIED
67,Gitlab,Staff Product Manager   RevOps & Finance Systems,direct_portal_greenhouse,https://job-boards.greenhouse.io/gitlab/jobs/8612937002,2026-08-24T03:54:02.934Z,SUBMITTED_VERIFIED
68,Stripe,AI Product Manager  Professional Services,direct_portal_greenhouse,https://job-boards.greenhouse.io/stripe/jobs/8064526,2026-08-24T04:15:19.302Z,SUBMITTED_VERIFIED
69,Stripe,Commercial Solutions Program Manager,direct_portal_greenhouse,https://job-boards.greenhouse.io/stripe/jobs/8059784,2026-08-24T04:20:50.859Z,SUBMITTED_VERIFIED
70,Stripe,Consumer Operations  Program Manager,direct_portal_greenhouse,https://job-boards.greenhouse.io/stripe/jobs/8074923,2026-08-24T04:26:24.165Z,SUBMITTED_VERIFIED
71,Stripe,Fraud Operations Manager,direct_portal_greenhouse,https://job-boards.greenhouse.io/stripe/jobs/7608396,2026-08-24T04:31:36.299Z,SUBMITTED_VERIFIED
72,Stripe,Fraud Operations Manager (Mandarin-speaking),direct_portal_greenhouse,https://job-boards.greenhouse.io/stripe/jobs/7994541,2026-08-24T04:36:50.717Z,SUBMITTED_VERIFIED
73,Stripe,Marketing Operations Manager,direct_portal_greenhouse,https://job-boards.greenhouse.io/stripe/jobs/7805386,2026-08-24T04:41:35.395Z,SUBMITTED_VERIFIED
74,Stripe,Marketing Services Program Manager,direct_portal_greenhouse,https://job-boards.greenhouse.io/stripe/jobs/8069943,2026-08-24T04:46:58.697Z,SUBMITTED_VERIFIED
75,Stripe,Operations Program Manager  Capital Collections,direct_portal_greenhouse,https://job-boards.greenhouse.io/stripe/jobs/7815794,2026-08-24T04:52:30.700Z,SUBMITTED_VERIFIED
76,Stripe,Operations Program Manager  Tax,direct_portal_greenhouse,https://job-boards.greenhouse.io/stripe/jobs/8109426,2026-08-24T04:58:03.912Z,SUBMITTED_VERIFIED
77,Stripe,Privacy Operations Program Manager,direct_portal_greenhouse,https://job-boards.greenhouse.io/stripe/jobs/8053517,2026-08-24T05:03:20.863Z,SUBMITTED_VERIFIED
78,Stripe,Product Manager  Cash Platform,direct_portal_greenhouse,https://job-boards.greenhouse.io/stripe/jobs/8064900,2026-08-24T05:08:50.891Z,SUBMITTED_VERIFIED
79,Stripe,Product Manager - Compliance  Bridge,direct_portal_greenhouse,https://job-boards.greenhouse.io/stripe/jobs/7979422,2026-08-24T05:14:17.826Z,SUBMITTED_VERIFIED
80,Stripe,Product Manager  Ecosystem Risk,direct_portal_greenhouse,https://job-boards.greenhouse.io/stripe/jobs/7984866,2026-08-24T05:19:46.267Z,SUBMITTED_VERIFIED
81,Stripe,Product Manager  E-Invoicing,direct_portal_greenhouse,https://job-boards.greenhouse.io/stripe/jobs/8041655,2026-08-24T05:25:05.491Z,SUBMITTED_VERIFIED
82,Stripe,Product Manager  Global Marketplaces,direct_portal_greenhouse,https://job-boards.greenhouse.io/stripe/jobs/8009671,2026-08-24T05:30:20.741Z,SUBMITTED_VERIFIED
83,Stripe,Product Manager  Global Payouts,direct_portal_greenhouse,https://job-boards.greenhouse.io/stripe/jobs/7994443,2026-08-24T05:36:01.654Z,SUBMITTED_VERIFIED
84,Stripe,Product Manager  Growth AI Outreach Motion,direct_portal_greenhouse,https://job-boards.greenhouse.io/stripe/jobs/7809139,2026-08-24T05:41:21.860Z,SUBMITTED_VERIFIED
85,Stripe,Product Manager  Link - Consumer,direct_portal_greenhouse,https://job-boards.greenhouse.io/stripe/jobs/7392697,2026-08-24T05:46:40.161Z,SUBMITTED_VERIFIED
86,Stripe,Product Manager  Link - Local Payment Methods,direct_portal_greenhouse,https://job-boards.greenhouse.io/stripe/jobs/7981330,2026-08-24T05:52:08.151Z,SUBMITTED_VERIFIED
87,Stripe,Product Manager  Payments,direct_portal_greenhouse,https://job-boards.greenhouse.io/stripe/jobs/7176530,2026-08-24T05:57:48.521Z,SUBMITTED_VERIFIED
88,Stripe,Product Manager  Professional Services,direct_portal_greenhouse,https://job-boards.greenhouse.io/stripe/jobs/8007692,2026-08-24T10:10:08.012Z,SUBMITTED_VERIFIED
89,Stripe,Product Manager  Risk & Compliance,direct_portal_greenhouse,https://job-boards.greenhouse.io/stripe/jobs/7625842,2026-08-24T10:15:10.559Z,SUBMITTED_VERIFIED
90,Stripe,Product Manager  Startup Products,direct_portal_greenhouse,https://job-boards.greenhouse.io/stripe/jobs/7901987,2026-08-24T10:20:45.639Z,SUBMITTED_VERIFIED
91,Stripe,Product Manager  Strategic Apps,direct_portal_greenhouse,https://job-boards.greenhouse.io/stripe/jobs/8122188,2026-08-24T10:26:15.726Z,SUBMITTED_VERIFIED
92,Stripe,Product Manager  Support Experience,direct_portal_greenhouse,https://job-boards.greenhouse.io/stripe/jobs/8143563,2026-08-24T10:31:52.372Z,SUBMITTED_VERIFIED
93,Stripe,Product Manager  Terminal Device Expansion,direct_portal_greenhouse,https://job-boards.greenhouse.io/stripe/jobs/7927089,2026-08-24T10:37:37.625Z,SUBMITTED_VERIFIED
94,Stripe,Program Manager,direct_portal_greenhouse,https://job-boards.greenhouse.io/stripe/jobs/7923047,2026-08-24T10:38:14.649Z,SUBMITTED_VERIFIED
95,Stripe,Program Manager  Card Network Office (Card Networks),direct_portal_greenhouse,https://job-boards.greenhouse.io/stripe/jobs/8081754,2026-08-24T10:43:39.404Z,SUBMITTED_VERIFIED
96,Stripe,Program Manager  Commercial Solutions,direct_portal_greenhouse,https://job-boards.greenhouse.io/stripe/jobs/7967356,2026-08-24T10:48:52.832Z,SUBMITTED_VERIFIED
97,Stripe,Program Manager  Customer Success Efficiency and Scale,direct_portal_greenhouse,https://job-boards.greenhouse.io/stripe/jobs/8097838,2026-08-24T10:54:25.291Z,SUBMITTED_VERIFIED
98,Stripe,Program Manager  GTM Strategic Programs,direct_portal_greenhouse,https://job-boards.greenhouse.io/stripe/jobs/8042309,2026-08-24T10:59:54.558Z,SUBMITTED_VERIFIED
99,Stripe,Program Manager  Intake & Portfolio Management,direct_portal_greenhouse,https://job-boards.greenhouse.io/stripe/jobs/7569678,2026-08-24T11:05:31.290Z,SUBMITTED_VERIFIED
100,Stripe,Program Manager  Performance and Talent Planning,direct_portal_greenhouse,https://job-boards.greenhouse.io/stripe/jobs/8127890,2026-08-24T11:11:10.250Z,SUBMITTED_VERIFIED
101,Stripe,Program Manager  Risk Ops Enablement,direct_portal_greenhouse,https://job-boards.greenhouse.io/stripe/jobs/7214197,2026-08-24T11:16:41.170Z,SUBMITTED_VERIFIED
102,Stripe,Program Manager  Security GRC,direct_portal_greenhouse,https://job-boards.greenhouse.io/stripe/jobs/8078131,2026-08-24T11:22:24.924Z,SUBMITTED_VERIFIED
103,Stripe,Program Manager  Third Party Risk,direct_portal_greenhouse,https://job-boards.greenhouse.io/stripe/jobs/7559403,2026-08-24T11:27:54.347Z,SUBMITTED_VERIFIED
104,Stripe,Regulatory Reporting Program Manager  Stablecoin,direct_portal_greenhouse,https://job-boards.greenhouse.io/stripe/jobs/7650177,2026-08-24T11:33:31.493Z,SUBMITTED_VERIFIED
105,Stripe,Risk Operations Manager  Verifications,direct_portal_greenhouse,https://job-boards.greenhouse.io/stripe/jobs/8069629,2026-08-24T11:38:33.736Z,SUBMITTED_VERIFIED
106,Stripe,Sales Development Change Management Specialist,direct_portal_greenhouse,https://job-boards.greenhouse.io/stripe/jobs/7953987,2026-08-24T11:44:10.090Z,SUBMITTED_VERIFIED
107,Stripe,SDC Operations Manager  Financial Crimes (AML),direct_portal_greenhouse,https://job-boards.greenhouse.io/stripe/jobs/7325566,2026-08-24T11:49:23.722Z,SUBMITTED_VERIFIED
108,Stripe,Staff Product Manager  AI,direct_portal_greenhouse,https://job-boards.greenhouse.io/stripe/jobs/7655023,2026-08-24T11:54:54.446Z,SUBMITTED_VERIFIED
109,Stripe,Staff Product Manager  Billing,direct_portal_greenhouse,https://job-boards.greenhouse.io/stripe/jobs/7983725,2026-08-24T12:00:33.555Z,SUBMITTED_VERIFIED
110,Stripe,Staff Product Manager  Connect,direct_portal_greenhouse,https://job-boards.greenhouse.io/stripe/jobs/8065034,2026-08-24T12:01:17.110Z,SUBMITTED_VERIFIED
111,Stripe,Staff Product Manager  Dashboard,direct_portal_greenhouse,https://job-boards.greenhouse.io/stripe/jobs/7913702,2026-08-24T12:06:47.964Z,SUBMITTED_VERIFIED
112,Stripe,Staff Product Manager  Enterprise,direct_portal_greenhouse,https://job-boards.greenhouse.io/stripe/jobs/7812856,2026-08-24T12:12:15.185Z,SUBMITTED_VERIFIED
113,Stripe,Staff Product Manager  Global Expansion,direct_portal_greenhouse,https://job-boards.greenhouse.io/stripe/jobs/7570242,2026-08-24T12:17:29.102Z,SUBMITTED_VERIFIED
114,Stripe,Staff Product Manager  Issuing,direct_portal_greenhouse,https://job-boards.greenhouse.io/stripe/jobs/8043083,2026-08-24T12:22:44.937Z,SUBMITTED_VERIFIED
115,Stripe,Staff Product Manager  Local Payment Methods Growth,direct_portal_greenhouse,https://job-boards.greenhouse.io/stripe/jobs/8142649,2026-08-24T12:27:51.869Z,SUBMITTED_VERIFIED
116,Stripe,Staff Product Manager  ML Foundations and GenAI,direct_portal_greenhouse,https://job-boards.greenhouse.io/stripe/jobs/7517535,2026-08-24T12:33:48.972Z,SUBMITTED_VERIFIED
117,Stripe,Staff Product Manager  Payments,direct_portal_greenhouse,https://job-boards.greenhouse.io/stripe/jobs/7819059,2026-08-24T12:38:56.330Z,SUBMITTED_VERIFIED
118,Stripe,Staff Product Manager  Risk Product Experience,direct_portal_greenhouse,https://job-boards.greenhouse.io/stripe/jobs/8040052,2026-08-24T12:44:39.631Z,SUBMITTED_VERIFIED
119,Stripe,Staff Product Manager  Stripe Tax,direct_portal_greenhouse,https://job-boards.greenhouse.io/stripe/jobs/8124304,2026-08-24T12:49:56.782Z,SUBMITTED_VERIFIED
120,Stripe,Staff Product Manager  Support Experience,direct_portal_greenhouse,https://job-boards.greenhouse.io/stripe/jobs/7920219,2026-08-24T12:55:26.274Z,SUBMITTED_VERIFIED
121,Stripe,Strategic Program Manager  Support,direct_portal_greenhouse,https://job-boards.greenhouse.io/stripe/jobs/8112456,2026-08-24T13:01:12.452Z,SUBMITTED_VERIFIED
122,Stripe,Strategy & Transformation Advisor (Growth & Monetization specialization),direct_portal_greenhouse,https://job-boards.greenhouse.io/stripe/jobs/8007639,2026-08-24T13:06:22.354Z,SUBMITTED_VERIFIED
123,Stripe,Technical Program Manager  Bridge,direct_portal_greenhouse,https://job-boards.greenhouse.io/stripe/jobs/8050340,2026-08-24T13:12:37.440Z,SUBMITTED_VERIFIED
124,Stripe,Technical Program Manager  Core Infrastructure,direct_portal_greenhouse,https://job-boards.greenhouse.io/stripe/jobs/7589234,2026-08-24T13:17:51.424Z,SUBMITTED_VERIFIED
125,Stripe,Technical Program Manager  Extensibility Platform (CA),direct_portal_greenhouse,https://job-boards.greenhouse.io/stripe/jobs/8114397,2026-08-24T13:23:06.647Z,SUBMITTED_VERIFIED
126,Stripe,Technical Program Manager  Infrastructure,direct_portal_greenhouse,https://job-boards.greenhouse.io/stripe/jobs/8126047,2026-08-24T13:29:26.511Z,SUBMITTED_VERIFIED
127,Stripe,Technical Program Manager  Link,direct_portal_greenhouse,https://job-boards.greenhouse.io/stripe/jobs/8014533,2026-08-24T13:35:09.180Z,SUBMITTED_VERIFIED
128,Stripe,Technical Program Manager  Manager,direct_portal_greenhouse,https://job-boards.greenhouse.io/stripe/jobs/8007738,2026-08-24T13:40:06.364Z,SUBMITTED_VERIFIED
129,Stripe,Technical Program Manager  Risk,direct_portal_greenhouse,https://job-boards.greenhouse.io/stripe/jobs/7685855,2026-08-24T13:45:37.625Z,SUBMITTED_VERIFIED
130,Stripe,Technical Program Manager  Service Infrastructure,direct_portal_greenhouse,https://job-boards.greenhouse.io/stripe/jobs/7985196,2026-08-24T13:47:29.555Z,SUBMITTED_VERIFIED
131,Stripe,Workplace Operations Manager - Dublin,direct_portal_greenhouse,https://job-boards.greenhouse.io/stripe/jobs/8120185,2026-08-24T13:52:42.144Z,SUBMITTED_VERIFIED
132,Stripe,Workplace Strategy & Operations Manager,direct_portal_greenhouse,https://job-boards.greenhouse.io/stripe/jobs/8016510,2026-08-24T13:58:12.610Z,SUBMITTED_VERIFIED
133,Figma,Product Manager  Acquisition,direct_portal_greenhouse,https://job-boards.greenhouse.io/figma/jobs/6119781004,2026-08-24T14:34:10.958Z,SUBMITTED_VERIFIED
134,Figma,Product Manager  AI Growth,direct_portal_greenhouse,https://job-boards.greenhouse.io/figma/jobs/5989185004,2026-08-24T14:39:31.064Z,SUBMITTED_VERIFIED
135,Figma,Product Manager  Design Tools,direct_portal_greenhouse,https://job-boards.greenhouse.io/figma/jobs/5505263004,2026-08-24T14:44:57.419Z,SUBMITTED_VERIFIED
136,Figma,Product Manager  Developer Platform,direct_portal_greenhouse,https://job-boards.greenhouse.io/figma/jobs/6100482004,2026-08-24T14:50:07.043Z,SUBMITTED_VERIFIED
137,Figma,Product Manager - Figma Weave (Tel-Aviv  Israel),direct_portal_greenhouse,https://job-boards.greenhouse.io/figma/jobs/5991338004,2026-08-24T14:54:46.158Z,SUBMITTED_VERIFIED
138,Gitlab,Intermediate Backend Engineer - Database Change Management,direct_portal_greenhouse,https://job-boards.greenhouse.io/gitlab/jobs/8722304002,2026-08-25T01:23:59.092Z,SUBMITTED_VERIFIED
139,Gitlab,Senior Backend Engineer - Database Change Management,direct_portal_greenhouse,https://job-boards.greenhouse.io/gitlab/jobs/8716271002,2026-08-25T01:29:18.567Z,SUBMITTED_VERIFIED
140,Stripe,Product Manager  Global Expansion (MENA),direct_portal_greenhouse,https://job-boards.greenhouse.io/stripe/jobs/8081418,2026-08-25T01:36:19.864Z,SUBMITTED_VERIFIED
141,Figma,Program Manager  Scale Onboarding (London  United Kingdom),direct_portal_greenhouse,https://job-boards.greenhouse.io/figma/jobs/6130540004,2026-08-25T02:27:49.770Z,SUBMITTED_VERIFIED
142,Figma,Sales Operations Manager (Singapore),direct_portal_greenhouse,https://job-boards.greenhouse.io/figma/jobs/6123146004,2026-08-25T02:33:12.078Z,SUBMITTED_VERIFIED
143,Figma,Strategic Program Manager  Information Security,direct_portal_greenhouse,https://job-boards.greenhouse.io/figma/jobs/6144522004,2026-08-25T02:38:19.816Z,SUBMITTED_VERIFIED
144,Figma,Technical Program Manager - Data,direct_portal_greenhouse,https://job-boards.greenhouse.io/figma/jobs/6009613004,2026-08-25T02:43:29.290Z,SUBMITTED_VERIFIED
145,Figma,Voice of the Customer Program Manager,direct_portal_greenhouse,https://job-boards.greenhouse.io/figma/jobs/6008343004,2026-08-25T02:48:50.421Z,SUBMITTED_VERIFIED
146,Brex,Group Product Manager,direct_portal_greenhouse,https://job-boards.greenhouse.io/brex/jobs/8438580002,2026-08-25T02:51:04.269Z,SUBMITTED_VERIFIED
147,Brex,Revenue Operations Manager,direct_portal_greenhouse,https://job-boards.greenhouse.io/brex/jobs/8621537002,2026-08-25T02:54:13.646Z,SUBMITTED_VERIFIED
148,Brex,Senior Product Manager  AI,direct_portal_greenhouse,https://job-boards.greenhouse.io/brex/jobs/8616327002,2026-08-25T02:58:09.963Z,SUBMITTED_VERIFIED
149,Brex,Senior Product Manager  Travel,direct_portal_greenhouse,https://job-boards.greenhouse.io/brex/jobs/8659250002,2026-08-25T03:00:13.002Z,SUBMITTED_VERIFIED
150,Brex,Staff Product Manager,direct_portal_greenhouse,https://job-boards.greenhouse.io/brex/jobs/8432703002,2026-08-25T03:03:39.074Z,SUBMITTED_VERIFIED
151,Brex,Staff Product Manager  AI,direct_portal_greenhouse,https://job-boards.greenhouse.io/brex/jobs/8616324002,2026-08-25T03:06:02.061Z,SUBMITTED_VERIFIED
152,Brex,Staff Product Manager  Card,direct_portal_greenhouse,https://job-boards.greenhouse.io/brex/jobs/8659237002,2026-08-25T03:07:54.689Z,SUBMITTED_VERIFIED
153,Brex,Staff Product Manager  Embedded,direct_portal_greenhouse,https://job-boards.greenhouse.io/brex/jobs/8659204002,2026-08-25T03:10:34.781Z,SUBMITTED_VERIFIED
154,Brex,Staff Product Manager   Embedded,direct_portal_greenhouse,https://job-boards.greenhouse.io/brex/jobs/8659211002,2026-08-25T03:12:49.785Z,SUBMITTED_VERIFIED
155,Brex,Staff Product Manager  Expenses,direct_portal_greenhouse,https://job-boards.greenhouse.io/brex/jobs/8659242002,2026-08-25T03:14:47.382Z,SUBMITTED_VERIFIED
156,Brex,Staff Product Manager  Growth,direct_portal_greenhouse,https://job-boards.greenhouse.io/brex/jobs/8436528002,2026-08-25T03:17:37.713Z,SUBMITTED_VERIFIED
157,Mixpanel,Revenue Strategy & Operations Manager,direct_portal_greenhouse,https://job-boards.greenhouse.io/mixpanel/jobs/7950662,2026-08-25T03:24:19.275Z,SUBMITTED_VERIFIED
158,Mixpanel,Senior Customer Strategy & Operations Manager,direct_portal_greenhouse,https://job-boards.greenhouse.io/mixpanel/jobs/7008408,2026-08-25T03:30:30.052Z,SUBMITTED_VERIFIED
159,Mixpanel,Senior People Operations Manager,direct_portal_greenhouse,https://job-boards.greenhouse.io/mixpanel/jobs/8140983,2026-08-25T03:37:10.713Z,SUBMITTED_VERIFIED
160,Mixpanel,Startup Program Manager,direct_portal_greenhouse,https://job-boards.greenhouse.io/mixpanel/jobs/8112770,2026-08-25T03:43:26.113Z,SUBMITTED_VERIFIED
